phrog_id	color	annot	category
phrog_14746	#c9c9c9	NA	unknown function
phrog_14747	#c9c9c9	NA	unknown function
phrog_14748	#c9c9c9	NA	unknown function
phrog_14749	#c9c9c9	NA	unknown function
phrog_14750	#c9c9c9	NA	unknown function
phrog_14751	#c9c9c9	NA	unknown function
phrog_14752	#c9c9c9	NA	unknown function
phrog_14753	#3e83f6	head fiber protein	head and packaging
phrog_14754	#c9c9c9	NA	unknown function
phrog_14755	#c9c9c9	NA	unknown function
phrog_14756	#c9c9c9	NA	unknown function
phrog_14757	#c9c9c9	NA	unknown function
phrog_14758	#c9c9c9	NA	unknown function
phrog_14759	#c9c9c9	NA	unknown function
phrog_14760	#ff59f5	glycosyltransferase	moron, auxiliary metabolic gene and host takeover
phrog_14761	#c9c9c9	NA	unknown function
phrog_14762	#c9c9c9	NA	unknown function
phrog_14763	#c9c9c9	NA	unknown function
phrog_14764	#c9c9c9	NA	unknown function
phrog_14765	#c9c9c9	NA	unknown function
phrog_14766	#07e9a2	tail protein	tail
phrog_14767	#c9c9c9	NA	unknown function
phrog_14768	#c9c9c9	NA	unknown function
phrog_14769	#c9c9c9	NA	unknown function
phrog_14770	#c9c9c9	NA	unknown function
phrog_14771	#c9c9c9	NA	unknown function
phrog_14772	#c9c9c9	NA	unknown function
phrog_14773	#c9c9c9	NA	unknown function
phrog_14774	#c9c9c9	NA	unknown function
phrog_14775	#ff59f5	glycosyltransferase	moron, auxiliary metabolic gene and host takeover
phrog_14776	#c9c9c9	NA	unknown function
phrog_14777	#c9c9c9	NA	unknown function
phrog_14778	#c9c9c9	NA	unknown function
phrog_14779	#c9c9c9	NA	unknown function
phrog_14780	#c9c9c9	NA	unknown function
phrog_14781	#c9c9c9	NA	unknown function
phrog_14782	#c9c9c9	NA	unknown function
phrog_14783	#c9c9c9	NA	unknown function
phrog_14784	#c9c9c9	NA	unknown function
phrog_14785	#c9c9c9	NA	unknown function
phrog_14786	#c9c9c9	NA	unknown function
phrog_14787	#c9c9c9	NA	unknown function
phrog_14788	#c9c9c9	NA	unknown function
phrog_14789	#c9c9c9	NA	unknown function
phrog_14790	#c9c9c9	NA	unknown function
phrog_14791	#c9c9c9	NA	unknown function
phrog_14792	#c9c9c9	NA	unknown function
phrog_14793	#c9c9c9	NA	unknown function
phrog_14794	#c9c9c9	NA	unknown function
phrog_14795	#c9c9c9	NA	unknown function
phrog_14796	#c9c9c9	NA	unknown function
phrog_14797	#c9c9c9	NA	unknown function
phrog_14798	#c9c9c9	NA	unknown function
phrog_14799	#c9c9c9	NA	unknown function
phrog_14800	#c9c9c9	NA	unknown function
phrog_14801	#c9c9c9	NA	unknown function
phrog_14802	#3e83f6	virion structural protein	head and packaging
phrog_14803	#c9c9c9	NA	unknown function
phrog_14804	#c9c9c9	NA	unknown function
phrog_14805	#c9c9c9	NA	unknown function
phrog_14806	#c9c9c9	NA	unknown function
phrog_14807	#c9c9c9	NA	unknown function
phrog_14808	#c9c9c9	NA	unknown function
phrog_14809	#c9c9c9	NA	unknown function
phrog_14810	#c9c9c9	NA	unknown function
phrog_14811	#c9c9c9	NA	unknown function
phrog_14812	#c9c9c9	NA	unknown function
phrog_14813	#c9c9c9	NA	unknown function
phrog_14814	#c9c9c9	NA	unknown function
phrog_14815	#c9c9c9	NA	unknown function
phrog_14816	#c9c9c9	NA	unknown function
phrog_14817	#c9c9c9	NA	unknown function
phrog_14818	#c9c9c9	NA	unknown function
phrog_14819	#c9c9c9	NA	unknown function
phrog_14820	#c9c9c9	NA	unknown function
phrog_14821	#c9c9c9	NA	unknown function
phrog_14822	#c9c9c9	NA	unknown function
phrog_14823	#c9c9c9	NA	unknown function
phrog_14824	#c9c9c9	NA	unknown function
phrog_14825	#c9c9c9	NA	unknown function
phrog_14826	#c9c9c9	NA	unknown function
phrog_14827	#c9c9c9	NA	unknown function
phrog_14828	#c9c9c9	NA	unknown function
phrog_14829	#c9c9c9	NA	unknown function
phrog_14830	#c9c9c9	NA	unknown function
phrog_14831	#c9c9c9	NA	unknown function
phrog_14832	#c9c9c9	NA	unknown function
phrog_14833	#c9c9c9	NA	unknown function
phrog_14834	#c9c9c9	NA	unknown function
phrog_14835	#c9c9c9	NA	unknown function
phrog_14836	#c9c9c9	NA	unknown function
phrog_14837	#c9c9c9	NA	unknown function
phrog_14838	#c9c9c9	NA	unknown function
phrog_14839	#c9c9c9	NA	unknown function
phrog_14840	#c9c9c9	NA	unknown function
phrog_14841	#c9c9c9	NA	unknown function
phrog_14842	#c9c9c9	NA	unknown function
phrog_14843	#c9c9c9	NA	unknown function
phrog_14844	#c9c9c9	NA	unknown function
phrog_14845	#c9c9c9	NA	unknown function
phrog_14846	#c9c9c9	NA	unknown function
phrog_14847	#ffdf59	single strand DNA binding protein	DNA, RNA and nucleotide metabolism
phrog_14848	#c9c9c9	NA	unknown function
phrog_14849	#c9c9c9	NA	unknown function
phrog_14850	#c9c9c9	NA	unknown function
phrog_14851	#c9c9c9	NA	unknown function
phrog_14852	#c9c9c9	NA	unknown function
phrog_14853	#c9c9c9	NA	unknown function
phrog_14854	#c9c9c9	NA	unknown function
phrog_14855	#c9c9c9	NA	unknown function
phrog_14856	#c9c9c9	NA	unknown function
phrog_14857	#ffdf59	HTH DNA binding protein	DNA, RNA and nucleotide metabolism
phrog_14858	#c9c9c9	NA	unknown function
phrog_14859	#ffdf59	RNA ligase	DNA, RNA and nucleotide metabolism
phrog_14860	#c9c9c9	NA	unknown function
phrog_14861	#c9c9c9	NA	unknown function
phrog_14862	#c9c9c9	NA	unknown function
phrog_14863	#c9c9c9	NA	unknown function
phrog_14864	#c9c9c9	NA	unknown function
phrog_14865	#c9c9c9	NA	unknown function
phrog_14866	#c9c9c9	NA	unknown function
phrog_14867	#3e83f6	major head protein	head and packaging
phrog_14868	#c9c9c9	NA	unknown function
phrog_14869	#c9c9c9	NA	unknown function
phrog_14870	#c9c9c9	NA	unknown function
phrog_14871	#c9c9c9	NA	unknown function
phrog_14872	#ffdf59	RNA polymerase beta subunit	DNA, RNA and nucleotide metabolism
phrog_14873	#c9c9c9	NA	unknown function
phrog_14874	#c9c9c9	NA	unknown function
phrog_14875	#c9c9c9	NA	unknown function
phrog_14876	#ffdf59	DNA polymerase	DNA, RNA and nucleotide metabolism
phrog_14877	#c9c9c9	NA	unknown function
phrog_14878	#ff59f5	RexB-like exclusion protein	moron, auxiliary metabolic gene and host takeover
phrog_14879	#07e9a2	tail fiber protein	tail
phrog_14880	#c9c9c9	NA	unknown function
phrog_14881	#c9c9c9	NA	unknown function
phrog_14882	#3e83f6	virion structural protein	head and packaging
phrog_14883	#3e83f6	virion structural protein	head and packaging
phrog_14884	#c9c9c9	NA	unknown function
phrog_14885	#c9c9c9	NA	unknown function
phrog_14886	#c9c9c9	NA	unknown function
phrog_14887	#c9c9c9	NA	unknown function
phrog_14888	#c9c9c9	NA	unknown function
phrog_14889	#c9c9c9	NA	unknown function
phrog_14890	#c9c9c9	NA	unknown function
phrog_14891	#c9c9c9	NA	unknown function
phrog_14892	#35d7ff	head closure	connector
phrog_14893	#c9c9c9	NA	unknown function
phrog_14894	#ff59f5	membrane protein	moron, auxiliary metabolic gene and host takeover
phrog_14895	#07e9a2	tail spike protein	tail
phrog_14896	#c9c9c9	NA	unknown function
phrog_14897	#c9c9c9	NA	unknown function
phrog_14898	#c9c9c9	NA	unknown function
phrog_14899	#c9c9c9	NA	unknown function
phrog_14900	#c9c9c9	NA	unknown function
phrog_14901	#07e9a2	tail length tape measure protein	tail
phrog_14902	#c9c9c9	NA	unknown function
phrog_14903	#c9c9c9	NA	unknown function
phrog_14904	#c9c9c9	NA	unknown function
phrog_14905	#c9c9c9	NA	unknown function
phrog_14906	#c9c9c9	NA	unknown function
phrog_14907	#c9c9c9	NA	unknown function
phrog_14908	#c9c9c9	NA	unknown function
phrog_14909	#3e83f6	virion structural protein	head and packaging
phrog_14910	#c9c9c9	NA	unknown function
phrog_14911	#c9c9c9	NA	unknown function
phrog_14912	#c9c9c9	NA	unknown function
phrog_14913	#ffdf59	HNH endonuclease	DNA, RNA and nucleotide metabolism
phrog_14914	#f35f49	holin	lysis
phrog_14915	#c9c9c9	NA	unknown function
phrog_14916	#c9c9c9	NA	unknown function
phrog_14917	#07e9a2	tail length tape measure protein	tail
phrog_14918	#c9c9c9	NA	unknown function
phrog_14919	#c9c9c9	NA	unknown function
phrog_14920	#c9c9c9	NA	unknown function
phrog_14921	#c9c9c9	NA	unknown function
phrog_14922	#c9c9c9	NA	unknown function
phrog_14923	#c9c9c9	NA	unknown function
phrog_14924	#c9c9c9	NA	unknown function
phrog_14925	#c9c9c9	NA	unknown function
phrog_14926	#c9c9c9	NA	unknown function
phrog_14927	#c9c9c9	NA	unknown function
phrog_14928	#c9c9c9	NA	unknown function
phrog_14929	#c9c9c9	NA	unknown function
phrog_14930	#c9c9c9	NA	unknown function
phrog_14931	#c9c9c9	NA	unknown function
phrog_14932	#ffdf59	DNA binding protein	DNA, RNA and nucleotide metabolism
phrog_14933	#c9c9c9	NA	unknown function
phrog_14934	#c9c9c9	NA	unknown function
phrog_14935	#c9c9c9	NA	unknown function
phrog_14936	#c9c9c9	NA	unknown function
phrog_14937	#c9c9c9	NA	unknown function
phrog_14938	#ff59f5	membrane protein	moron, auxiliary metabolic gene and host takeover
phrog_14939	#c9c9c9	NA	unknown function
phrog_14940	#c9c9c9	NA	unknown function
phrog_14941	#c9c9c9	NA	unknown function
phrog_14942	#c9c9c9	NA	unknown function
phrog_14943	#c9c9c9	NA	unknown function
phrog_14944	#c9c9c9	NA	unknown function
phrog_14945	#ff59f5	glycosyltransferase	moron, auxiliary metabolic gene and host takeover
phrog_14946	#c9c9c9	NA	unknown function
phrog_14947	#c9c9c9	NA	unknown function
phrog_14948	#c9c9c9	NA	unknown function
phrog_14949	#c9c9c9	NA	unknown function
phrog_14950	#c9c9c9	NA	unknown function
phrog_14951	#c9c9c9	NA	unknown function
phrog_14952	#c9c9c9	NA	unknown function
phrog_14953	#c9c9c9	NA	unknown function
phrog_14954	#c9c9c9	NA	unknown function
phrog_14955	#c9c9c9	NA	unknown function
phrog_14956	#c9c9c9	NA	unknown function
phrog_14957	#c9c9c9	NA	unknown function
phrog_14958	#c9c9c9	NA	unknown function
phrog_14959	#c9c9c9	NA	unknown function
phrog_14960	#c9c9c9	NA	unknown function
phrog_14961	#c9c9c9	NA	unknown function
phrog_14962	#c9c9c9	NA	unknown function
phrog_14963	#c9c9c9	NA	unknown function
phrog_14964	#c9c9c9	NA	unknown function
phrog_14965	#c9c9c9	NA	unknown function
phrog_14966	#c9c9c9	NA	unknown function
phrog_14967	#c9c9c9	NA	unknown function
phrog_14968	#c9c9c9	NA	unknown function
phrog_14969	#c9c9c9	NA	unknown function
phrog_14970	#c9c9c9	NA	unknown function
phrog_14971	#3e83f6	virion structural protein	head and packaging
phrog_14972	#c9c9c9	NA	unknown function
phrog_14973	#c9c9c9	NA	unknown function
phrog_14974	#c9c9c9	NA	unknown function
phrog_14975	#c9c9c9	NA	unknown function
phrog_14976	#3e83f6	virion structural protein	head and packaging
phrog_14977	#c9c9c9	NA	unknown function
phrog_14978	#c9c9c9	NA	unknown function
phrog_14979	#c9c9c9	NA	unknown function
phrog_14980	#c9c9c9	NA	unknown function
phrog_14981	#c9c9c9	NA	unknown function
phrog_14982	#c9c9c9	NA	unknown function
phrog_14983	#c9c9c9	NA	unknown function
phrog_14984	#c9c9c9	NA	unknown function
phrog_14985	#3e83f6	virion structural protein	head and packaging
phrog_14986	#c9c9c9	NA	unknown function
phrog_14987	#c9c9c9	NA	unknown function
phrog_14988	#838383	peptidase	other
phrog_14989	#c9c9c9	NA	unknown function
phrog_14990	#c9c9c9	NA	unknown function
phrog_14991	#3e83f6	virion structural protein	head and packaging
phrog_14992	#c9c9c9	NA	unknown function
phrog_14993	#c9c9c9	NA	unknown function
phrog_14994	#c9c9c9	NA	unknown function
phrog_14995	#ffdf59	single strand DNA binding protein	DNA, RNA and nucleotide metabolism
phrog_14996	#c9c9c9	NA	unknown function
phrog_14997	#c9c9c9	NA	unknown function
phrog_14998	#c9c9c9	NA	unknown function
phrog_14999	#c9c9c9	NA	unknown function
phrog_15000	#c9c9c9	NA	unknown function
phrog_15001	#f35f49	endolysin	lysis
phrog_15002	#c9c9c9	NA	unknown function
phrog_15003	#3e83f6	head scaffolding protein	head and packaging
phrog_15004	#ffdf59	single strand DNA binding protein	DNA, RNA and nucleotide metabolism
phrog_15005	#c9c9c9	NA	unknown function
phrog_15006	#07e9a2	tail fiber protein	tail
phrog_15007	#c9c9c9	NA	unknown function
phrog_15008	#c9c9c9	NA	unknown function
phrog_15009	#c9c9c9	NA	unknown function
phrog_15010	#c9c9c9	NA	unknown function
phrog_15011	#c9c9c9	NA	unknown function
phrog_15012	#c9c9c9	NA	unknown function
phrog_15013	#c9c9c9	NA	unknown function
phrog_15014	#c9c9c9	NA	unknown function
phrog_15015	#c9c9c9	NA	unknown function
phrog_15016	#c9c9c9	NA	unknown function
phrog_15017	#c9c9c9	NA	unknown function
phrog_15018	#c9c9c9	NA	unknown function
phrog_15019	#c9c9c9	NA	unknown function
phrog_15020	#ffdf59	HTH DNA binding protein	DNA, RNA and nucleotide metabolism
phrog_15021	#c9c9c9	NA	unknown function
phrog_15022	#c9c9c9	NA	unknown function
phrog_15023	#c9c9c9	NA	unknown function
phrog_15024	#c9c9c9	NA	unknown function
phrog_15025	#c9c9c9	NA	unknown function
phrog_15026	#c9c9c9	NA	unknown function
phrog_15027	#07e9a2	tail assembly chaperone	tail
phrog_15028	#c9c9c9	NA	unknown function
phrog_15029	#c9c9c9	NA	unknown function
phrog_15030	#c9c9c9	NA	unknown function
phrog_15031	#c9c9c9	NA	unknown function
phrog_15032	#c9c9c9	NA	unknown function
phrog_15033	#c9c9c9	NA	unknown function
phrog_15034	#c9c9c9	NA	unknown function
phrog_15035	#c9c9c9	NA	unknown function
phrog_15036	#c9c9c9	NA	unknown function
phrog_15037	#c9c9c9	NA	unknown function
phrog_15038	#c9c9c9	NA	unknown function
phrog_15039	#c9c9c9	NA	unknown function
phrog_15040	#c9c9c9	NA	unknown function
phrog_15041	#c9c9c9	NA	unknown function
phrog_15042	#c9c9c9	NA	unknown function
phrog_15043	#c9c9c9	NA	unknown function
phrog_15044	#c9c9c9	NA	unknown function
phrog_15045	#c9c9c9	NA	unknown function
phrog_15046	#c9c9c9	NA	unknown function
phrog_15047	#c9c9c9	NA	unknown function
phrog_15048	#c9c9c9	NA	unknown function
phrog_15049	#c9c9c9	NA	unknown function
phrog_15050	#3e83f6	virion structural protein	head and packaging
phrog_15051	#c9c9c9	NA	unknown function
phrog_15052	#c9c9c9	NA	unknown function
phrog_15053	#c9c9c9	NA	unknown function
phrog_15054	#c9c9c9	NA	unknown function
phrog_15055	#c9c9c9	NA	unknown function
phrog_15056	#c9c9c9	NA	unknown function
phrog_15057	#c9c9c9	NA	unknown function
phrog_15058	#c9c9c9	NA	unknown function
phrog_15059	#3e83f6	minor head protein	head and packaging
phrog_15060	#c9c9c9	NA	unknown function
phrog_15061	#c9c9c9	NA	unknown function
phrog_15062	#c9c9c9	NA	unknown function
phrog_15063	#c9c9c9	NA	unknown function
phrog_15064	#c9c9c9	NA	unknown function
phrog_15065	#c9c9c9	NA	unknown function
phrog_15066	#c9c9c9	NA	unknown function
phrog_15067	#c9c9c9	NA	unknown function
phrog_15068	#c9c9c9	NA	unknown function
phrog_15069	#c9c9c9	NA	unknown function
phrog_15070	#c9c9c9	NA	unknown function
phrog_15071	#c9c9c9	NA	unknown function
phrog_15072	#c9c9c9	NA	unknown function
phrog_15073	#c9c9c9	NA	unknown function
phrog_15074	#c9c9c9	NA	unknown function
phrog_15075	#c9c9c9	NA	unknown function
phrog_15076	#c9c9c9	NA	unknown function
phrog_15077	#c9c9c9	NA	unknown function
phrog_15078	#c9c9c9	NA	unknown function
phrog_15079	#c9c9c9	NA	unknown function
phrog_15080	#c9c9c9	NA	unknown function
phrog_15081	#838383	peptidase	other
phrog_15082	#c9c9c9	NA	unknown function
phrog_15083	#c9c9c9	NA	unknown function
phrog_15084	#c9c9c9	NA	unknown function
phrog_15085	#c9c9c9	NA	unknown function
phrog_15086	#c9c9c9	NA	unknown function
phrog_15087	#3e83f6	head scaffolding protein	head and packaging
phrog_15088	#c9c9c9	NA	unknown function
phrog_15089	#c9c9c9	NA	unknown function
phrog_15090	#c9c9c9	NA	unknown function
phrog_15091	#c9c9c9	NA	unknown function
phrog_15092	#c9c9c9	NA	unknown function
phrog_15093	#c9c9c9	NA	unknown function
phrog_15094	#c9c9c9	NA	unknown function
phrog_15095	#c9c9c9	NA	unknown function
phrog_15096	#c9c9c9	NA	unknown function
phrog_15097	#c9c9c9	NA	unknown function
phrog_15098	#c9c9c9	NA	unknown function
phrog_15099	#c9c9c9	NA	unknown function
phrog_15100	#3e83f6	virion structural protein	head and packaging
phrog_15101	#c9c9c9	NA	unknown function
phrog_15102	#c9c9c9	NA	unknown function
phrog_15103	#c9c9c9	NA	unknown function
phrog_15104	#c9c9c9	NA	unknown function
phrog_15105	#c9c9c9	NA	unknown function
phrog_15106	#c9c9c9	NA	unknown function
phrog_15107	#c9c9c9	NA	unknown function
phrog_15108	#c9c9c9	NA	unknown function
phrog_15109	#c9c9c9	NA	unknown function
phrog_15110	#c9c9c9	NA	unknown function
phrog_15111	#c9c9c9	NA	unknown function
phrog_15112	#c9c9c9	NA	unknown function
phrog_15113	#c9c9c9	NA	unknown function
phrog_15114	#c9c9c9	NA	unknown function
phrog_15115	#c9c9c9	NA	unknown function
phrog_15116	#c9c9c9	NA	unknown function
phrog_15117	#c9c9c9	NA	unknown function
phrog_15118	#ffdf59	HTH DNA binding protein	DNA, RNA and nucleotide metabolism
phrog_15119	#c9c9c9	NA	unknown function
phrog_15120	#c9c9c9	NA	unknown function
phrog_15121	#c9c9c9	NA	unknown function
phrog_15122	#c9c9c9	NA	unknown function
phrog_15123	#ff59f5	membrane protein	moron, auxiliary metabolic gene and host takeover
phrog_15124	#c9c9c9	NA	unknown function
phrog_15125	#c9c9c9	NA	unknown function
phrog_15126	#c9c9c9	NA	unknown function
phrog_15127	#3e83f6	head protein	head and packaging
phrog_15128	#c9c9c9	NA	unknown function
phrog_15129	#c9c9c9	NA	unknown function
phrog_15130	#c9c9c9	NA	unknown function
phrog_15131	#c9c9c9	NA	unknown function
phrog_15132	#c9c9c9	NA	unknown function
phrog_15133	#c9c9c9	NA	unknown function
phrog_15134	#c9c9c9	NA	unknown function
phrog_15135	#c9c9c9	NA	unknown function
phrog_15136	#c9c9c9	NA	unknown function
phrog_15137	#ffdf59	endonuclease	DNA, RNA and nucleotide metabolism
phrog_15138	#c9c9c9	NA	unknown function
phrog_15139	#c9c9c9	NA	unknown function
phrog_15140	#838383	radical SAM domain-containing protein	other
phrog_15141	#c9c9c9	NA	unknown function
phrog_15142	#c9c9c9	NA	unknown function
phrog_15143	#c9c9c9	NA	unknown function
phrog_15144	#ff59f5	ADP-ribosyltransferase	moron, auxiliary metabolic gene and host takeover
phrog_15145	#c9c9c9	NA	unknown function
phrog_15146	#c9c9c9	NA	unknown function
phrog_15147	#c9c9c9	NA	unknown function
phrog_15148	#ffdf59	HTH DNA binding protein	DNA, RNA and nucleotide metabolism
phrog_15149	#c9c9c9	NA	unknown function
phrog_15150	#a861e3	transcriptional regulator	transcription regulation
phrog_15151	#c9c9c9	NA	unknown function
phrog_15152	#ffdf59	HTH DNA binding protein	DNA, RNA and nucleotide metabolism
phrog_15153	#c9c9c9	NA	unknown function
phrog_15154	#c9c9c9	NA	unknown function
phrog_15155	#c9c9c9	NA	unknown function
phrog_15156	#c9c9c9	NA	unknown function
phrog_15157	#c9c9c9	NA	unknown function
phrog_15158	#c9c9c9	NA	unknown function
phrog_15159	#c9c9c9	NA	unknown function
phrog_15160	#c9c9c9	NA	unknown function
phrog_15161	#c9c9c9	NA	unknown function
phrog_15162	#ff59f5	membrane protein	moron, auxiliary metabolic gene and host takeover
phrog_15163	#c9c9c9	NA	unknown function
phrog_15164	#c9c9c9	NA	unknown function
phrog_15165	#c9c9c9	NA	unknown function
phrog_15166	#c9c9c9	NA	unknown function
phrog_15167	#838383	ATPase	other
phrog_15168	#c9c9c9	NA	unknown function
phrog_15169	#3e83f6	terminase small subunit	head and packaging
phrog_15170	#c9c9c9	NA	unknown function
phrog_15171	#c9c9c9	NA	unknown function
phrog_15172	#c9c9c9	NA	unknown function
phrog_15173	#c9c9c9	NA	unknown function
phrog_15174	#c9c9c9	NA	unknown function
phrog_15175	#3e83f6	virion structural protein	head and packaging
phrog_15176	#c9c9c9	NA	unknown function
phrog_15177	#c9c9c9	NA	unknown function
phrog_15178	#c9c9c9	NA	unknown function
phrog_15179	#c9c9c9	NA	unknown function
phrog_15180	#c9c9c9	NA	unknown function
phrog_15181	#c9c9c9	NA	unknown function
phrog_15182	#c9c9c9	NA	unknown function
phrog_15183	#c9c9c9	NA	unknown function
phrog_15184	#c9c9c9	NA	unknown function
phrog_15185	#c9c9c9	NA	unknown function
phrog_15186	#c9c9c9	NA	unknown function
phrog_15187	#c9c9c9	NA	unknown function
phrog_15188	#c9c9c9	NA	unknown function
phrog_15189	#c9c9c9	NA	unknown function
phrog_15190	#c9c9c9	NA	unknown function
phrog_15191	#c9c9c9	NA	unknown function
phrog_15192	#c9c9c9	NA	unknown function
phrog_15193	#c9c9c9	NA	unknown function
phrog_15194	#c9c9c9	NA	unknown function
phrog_15195	#3e83f6	virion structural protein	head and packaging
phrog_15196	#c9c9c9	NA	unknown function
phrog_15197	#c9c9c9	NA	unknown function
phrog_15198	#c9c9c9	NA	unknown function
phrog_15199	#c9c9c9	NA	unknown function
phrog_15200	#c9c9c9	NA	unknown function
phrog_15201	#c9c9c9	NA	unknown function
phrog_15202	#c9c9c9	NA	unknown function
phrog_15203	#c9c9c9	NA	unknown function
phrog_15204	#a861e3	anti-repressor	transcription regulation
